"Player Details","","","","","","Overall","","","","","Wide","","","","","","","Slot","","","","","","","Inline","","","","","","","Backfield","","","","","",""
"Rank","Name","Team","POS","G","Season","RTE","TGT","TPRR","RTE %","YPRR","RTE","WIDE RTE %","TM RTE %","TGT","TPRR","RTE %","YPRR","RTE","SLOT RTE %","TM RTE %","TGT","TPRR","RTE %","YPRR","RTE","INLINE RTE %","TM RTE %","TGT","TPRR","RTE %","YPRR","RTE","BACK RTE %","TM RTE %","TGT","TPRR","RTE %","YPRR"
"419","Michael Bandy","DEN","WR","2","2025","7","1","0.14","10.1","2.29","0","0.0","","0","0.00","","0.00","7","100.0","7.4","1","0.14","10.1","2.29","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"420","LaJohntay Wester","BLT","WR","9","2025","7","0","","2.5","","0","0.0","","0","0.00","","0.00","7","100.0","1.8","0","0.00","2.5","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"421","Malik Davis","DAL","RB","4","2025","6","0","","3.8","","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","6","100.0","5.6","0","0.00","3.8","0.00"
"422","Tai Felton","MIN","WR","8","2025","6","1","0.17","2.0","1.50","6","100.0","1.1","1","0.17","2.0","1.50","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"423","Efton Chism","NE","WR","5","2025","6","0","","3.3","","6","100.0","1.8","0","0.00","3.3","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"424","Dameon Pierce","HST","RB","4","2025","6","1","0.17","3.8","","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","6","100.0","6.8","1","0.17","3.8","0.00"
"425","Kevin Austin","NO","WR","1","2025","5","1","0.20","11.1","","3","60.0","4.2","1","0.33","6.7","0.00","2","40.0","3.0","0","0.00","4.4","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"426","Jakob Johnson","HST","FB","4","2025","5","0","","3.2","","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","4","80.0","4.9","0","0.00","2.6","0.00","1","20.0","1.1","0","0.00","0.6","0.00"
"427","Brayden Willis","SF","TE","5","2025","5","1","0.20","2.3","","1","20.0","0.3","0","0.00","0.5","0.00","2","40.0","0.7","1","0.50","0.9","0.00","2","40.0","1.2","0","0.00","0.9","0.00","0","0.0","","0","0.00","","0.00"
"428","Dalevon Campbell","CAR","WR","2","2025","5","0","","7.7","","2","40.0","1.7","0","0.00","3.1","0.00","3","60.0","3.3","0","0.00","4.6","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"429","Nick Vannett","MIN","TE","3","2025","5","0","","4.0","","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","5","100.0","7.7","0","0.00","4.0","0.00","0","0.0","","0","0.00","","0.00"
"430","Nikko Remigio","KC","WR","10","2025","5","1","0.20","1.2","4.20","4","80.0","0.6","1","0.25","1.0","5.25","1","20.0","0.2","0","0.00","0.2","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"431","Jaleel McLaughlin","DEN","RB","2","2025","5","2","0.40","6.8","-1.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","5","100.0","10.6","2","0.40","6.8","-1.00"
"432","Malik Turner","SF","WR","3","2025","5","0","","4.2","","5","100.0","2.4","0","0.00","4.2","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"433","Dylan Drummond","ATL","WR","2","2025","4","0","","5.6","","4","100.0","3.0","0","0.00","5.6","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"434","Travis Homer","CHI","RB","4","2025","4","0","","2.7","","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","4","100.0","4.1","0","0.00","2.7","0.00"
"435","Cam Grandy","CIN","TE","3","2025","4","1","0.25","3.7","1.50","1","25.0","0.5","0","0.00","0.9","0.00","1","25.0","0.7","0","0.00","0.9","0.00","2","50.0","3.8","1","0.50","1.8","3.00","0","0.0","","0","0.00","","0.00"
"436","Jalen Royals","KC","WR","4","2025","4","0","","2.4","","1","25.0","0.4","0","0.00","0.6","0.00","3","75.0","1.3","0","0.00","1.8","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"437","Jaret Patterson","LAC","RB","3","2025","4","0","","3.5","","1","25.0","0.5","0","0.00","0.9","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","3","75.0","5.3","0","0.00","2.7","0.00"
"438","Brenden Bates","HST, CLV","TE","4","2025","4","2","0.50","2.6","5.75","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","4","100.0","4.9","2","0.50","2.6","5.75","0","0.0","","0","0.00","","0.00"
"439","Will Mallory","IND","TE","1","2025","4","0","","12.5","","1","25.0","1.7","0","0.00","3.1","0.00","3","75.0","6.0","0","0.00","9.4","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"440","Ke'Shawn Williams","PIT","WR","6","2025","4","0","","1.9","","3","75.0","0.8","0","0.00","1.4","0.00","1","25.0","0.4","0","0.00","0.5","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"441","Stephen Carlson","CHI","TE","2","2025","4","0","","4.9","","1","25.0","0.7","0","0.00","1.2","0.00","2","50.0","1.8","0","0.00","2.4","0.00","1","25.0","2.9","0","0.00","1.2","0.00","0","0.0","","0","0.00","","0.00"
"442","Travis Vokolek","ARZ","TE","3","2025","4","0","","3.9","","1","25.0","0.6","0","0.00","1.0","0.00","0","0.0","","0","0.00","","0.00","3","75.0","4.8","0","0.00","2.9","0.00","0","0.0","","0","0.00","","0.00"
"443","Terrell Jennings","NE","RB","4","2025","4","1","0.25","2.7","2.25","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","4","100.0","3.4","1","0.25","2.7","2.25"
"444","Elijah Mitchell","KC","RB","1","2025","4","1","0.25","8.2","","0","0.0","","0","0.00","","0.00","1","25.0","1.6","0","0.00","2.0","0.00","0","0.0","","0","0.00","","0.00","3","75.0","12.0","1","0.33","6.1","0.00"
"445","Keleki Latu","BUF","TE","1","2025","4","1","0.25","12.5","1.00","2","50.0","3.8","0","0.00","6.3","0.00","0","0.0","","0","0.00","","0.00","2","50.0","12.5","1","0.50","6.3","2.00","0","0.0","","0","0.00","","0.00"
"446","Brady Russell","SEA","FB","10","2025","3","0","","1.0","","1","33.3","0.2","0","0.00","0.3","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","2","66.7","1.2","0","0.00","0.7","0.00"
"447","Treyton Welch","NO","TE","1","2025","3","0","","6.7","","0","0.0","","0","0.00","","0.00","1","33.3","1.5","0","0.00","2.2","0.00","2","66.7","12.5","0","0.00","4.4","0.00","0","0.0","","0","0.00","","0.00"
"448","Nyheim Hines","LAC","RB","3","2025","3","0","","2.2","","1","33.3","0.4","0","0.00","0.7","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","2","66.7","2.4","0","0.00","1.5","0.00"
"449","Cameron Latu","PHI","TE","9","2025","3","0","","1.0","","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","1","33.3","0.9","0","0.00","0.3","0.00","2","66.7","1.3","0","0.00","0.7","0.00"
"450","Jahdae Walker","CHI","WR","3","2025","3","0","","2.4","","3","100.0","1.4","0","0.00","2.4","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"451","Brandon Smith","NYJ","WR","1","2025","3","0","","7.9","","3","100.0","5.0","0","0.00","7.9","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"452","Carter Runyon","LV","TE","4","2025","3","1","0.33","2.2","1.00","2","66.7","0.9","1","0.50","1.5","1.50","1","33.3","0.6","0","0.00","0.7","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"453","Nick Kallerup","SEA","TE","3","2025","3","1","0.33","3.7","","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","3","100.0","3.9","1","0.33","3.7","0.00","0","0.0","","0","0.00","","0.00"
"454","Xavier Gipson","PHI, NYJ","WR","5","2025","2","1","0.50","1.4","1.50","0","0.0","","0","0.00","","0.00","2","100.0","1.1","1","0.50","1.4","1.50","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"455","Ja'Corey Brooks","WAS","WR","1","2025","2","0","","5.7","","2","100.0","3.3","0","0.00","5.7","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"456","Shedrick Jackson","LV","WR","1","2025","2","0","","10.0","","0","0.0","","0","0.00","","0.00","2","100.0","8.0","0","0.00","10.0","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"457","Charlie Jones","CIN","WR","10","2025","2","0","","0.5","","2","100.0","0.3","0","0.00","0.5","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"458","Mecole Hardman","BUF","WR","1","2025","2","1","0.50","6.3","","1","50.0","1.9","1","1.00","3.1","0.00","1","50.0","2.3","0","0.00","3.1","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"459","Marcedes Lewis","DEN","TE","3","2025","2","0","","1.8","","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","2","100.0","5.0","0","0.00","1.8","0.00","0","0.0","","0","0.00","","0.00"
"460","Jacoby Jones","WAS","WR","1","2025","2","1","0.50","6.3","12.50","1","50.0","1.8","1","1.00","3.1","25.00","1","50.0","2.7","0","0.00","3.1","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"461","Hayden Rucci","MIA","TE","4","2025","2","0","","1.7","","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","2","100.0","4.3","0","0.00","1.7","0.00","0","0.0","","0","0.00","","0.00"
"462","Pharaoh Brown","ARZ","TE","1","2025","2","0","","3.5","","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","2","100.0","8.0","0","0.00","3.5","0.00","0","0.0","","0","0.00","","0.00"
"463","Cam Akers","MIN","RB","2","2025","2","1","0.50","2.9","","0","0.0","","0","0.00","","0.00","1","50.0","1.1","0","0.00","1.4","0.00","0","0.0","","0","0.00","","0.00","1","50.0","2.6","1","1.00","1.4","0.00"
"464","Myles Price","MIN","WR","10","2025","1","0","","0.3","","0","0.0","","0","0.00","","0.00","1","100.0","0.2","0","0.00","0.3","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"465","British Brooks","HST","FB","6","2025","1","0","","0.4","","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","1","100.0","0.6","0","0.00","0.4","0.00"
"466","Amar Johnson","LAC","RB","1","2025","1","0","","3.1","","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","1","100.0","4.3","0","0.00","3.1","0.00"
"467","Roschon Johnson","CHI","RB","6","2025","1","0","","0.5","","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","1","100.0","0.8","0","0.00","0.5","0.00"
"468","Kene Nwangwu","NYJ","RB","5","2025","1","0","","0.7","","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","1","100.0","1.0","0","0.00","0.7","0.00"
"469","Ronnie Rivers","LA","RB","1","2025","1","0","","2.9","","0","0.0","","0","0.00","","0.00","1","100.0","2.4","0","0.00","2.9","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"470","Jalen Cropper","DAL","WR","3","2025","1","0","","0.9","","1","100.0","0.5","0","0.00","0.9","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"471","Jeff Wilson","MIA","RB","1","2025","1","0","","2.8","","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","1","100.0","3.7","0","0.00","2.8","0.00"
"472","Shane Zylstra","DET","TE","1","2025","1","0","","2.3","","1","100.0","1.3","0","0.00","2.3","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"473","Ko Kieft","TB","TE","3","2025","1","0","","0.9","","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","1","100.0","3.2","0","0.00","0.9","0.00","0","0.0","","0","0.00","","0.00"

"Rank","Rank, Most to Least"
"Name","Full name of the player or team"
"Team","Team(s) played for"
"POS","Player Position"
"G","Games Played"
"RTE","Routes Run"
"TGT","Targets"
"TPRR","Targets per Route Run"
"RTE %","Routes Run per Team Dropback"
"YPRR","Yards per Route Run"
"RTE","Routes Run Out Wide"
"WIDE RTE %","Percentage of Routes Run Out Wide"
"TM RTE %","Percentage of Team Out Wide Routes Run"
"TGT","Targets Received when Lined Up Out Wide"
"TPRR","Targets per Route Run when Lined Up Out Wide"
"RTE %","Percentage of Dropbacks when Running a Route Out Wide"
"YPRR","Yards per Route Run when Lined up Out Wide"
"RTE","Routes Run in the Slot"
"SLOT RTE %","Percentage of Routes Run from the Slot"
"TM RTE %","Percentage of Team Slot Routes Run"
"TGT","Targets Received when Lined Up in the Slot"
"TPRR","Targets per Route Run when Lined Up in the Slot"
"RTE %","Percentage of Dropbacks when Running a Route in the Slot"
"YPRR","Slot Yards per Route Run"
"RTE","Routes Run Inline"
"INLINE RTE %","Percentage of Routes Run Inline"
"TM RTE %","Percentage of Team Inline Routes Run"
"TGT","Targets Received when Lined Up Inline"
"TPRR","Targets per Route Run when Lined Up Inline"
"RTE %","Percentage of Dropbacks when Running a Route Inline"
"YPRR","Inline Yards per Route Run"
"RTE","Routes Run from the Backfield"
"BACK RTE %","Percentage of Routes Run from the Backfield"
"TM RTE %","Percentage of Team Backfield Routes Run"
"TGT","Targets Received when Lined Up in the Backfield"
"TPRR","Targets per Route Run when Lined Up in the Backfield"
"RTE %","Percentage of Dropbacks when Running a Route from the Backfield"
"YPRR","Backfield Yards per Route Run"
